condition,rate_hz,repetition,run_tag,file_name,nominal_seq_step,duration_s,effective_live_rate,n_rows_total,live_count,replay_count,history_requests,history_loaded,missing_samples,live_missing_total,gaps_count,largest_gap,recovered_by_replay,unrecovered_context,replay_recovery_ratio,recovery_time_ms,relative_timestamp_offset_mean_ms,relative_timestamp_offset_median_ms,relative_timestamp_offset_p95_ms,relative_timestamp_offset_max_ms,staleness_mean_ms,staleness_median_ms,staleness_p95_ms,staleness_max_ms,inter_arrival_mean_ms,inter_arrival_std_ms,inter_arrival_p95_ms,validation_warning
disconnect_replay,50,1,run_2026-06-22t23-26-53-907z,ui_log_disconnect_replay_r50_rep1.csv,4,71.736,45.193487230957956,3400,3242,150,1,1,377,377,217,161,109,268,0.2891246684350133,47.0,1.64398664019124,0.108154296875,13.170971679687499,59.15283203125,1.64398664019124,0.108154296875,13.170971679687499,59.15283203125,22.12712125887072,73.4746148025545,30.0,
disconnect_replay,50,2,run_2026-06-22t23-28-39-024z,ui_log_disconnect_replay_r50_rep2.csv,1,69.611,0.0,56,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,"expected 1 history_request, found 0; expected 1 history_batch_loaded, found 0; expected 150 replay rows, found 0"
disconnect_replay,50,3,run_2026-06-22t23-30-24-297z,ui_log_disconnect_replay_r50_rep3.csv,4,73.756,43.95574597320896,3400,3242,150,1,1,199,199,39,161,73,126,0.36683417085427134,52.0,2.17002978786725,-0.24755859375,12.295288085937498,1925.67578125,2.17002978786725,-0.24755859375,12.295288085937498,1925.67578125,22.751311323665536,81.79828312689644,29.0,
disconnect_replay,50,4,run_2026-06-22t23-32-11-472z,ui_log_disconnect_replay_r50_rep4.csv,1,71.354,0.0,56,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,"expected 1 history_request, found 0; expected 1 history_batch_loaded, found 0; expected 150 replay rows, found 0"
disconnect_replay,50,5,run_2026-06-22t23-33-56-725z,ui_log_disconnect_replay_r50_rep5.csv,4,71.859,45.11613019941831,3400,3242,150,1,1,377,377,217,161,43,334,0.11405835543766578,52.0,1.3211764806880397,-0.2509765625,10.731018066406248,81.898681640625,1.3211764806880397,-0.2509765625,10.731018066406248,81.898681640625,22.164763961740203,74.80316560947864,28.0,
disconnect_replay,50,6,run_2026-06-22t23-35-42-028z,ui_log_disconnect_replay_r50_rep6.csv,1,70.904,0.0,55,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,"expected 1 history_request, found 0; expected 1 history_batch_loaded, found 0; expected 150 replay rows, found 0"
disconnect_replay,50,7,run_2026-06-22t23-37-27-490z,ui_log_disconnect_replay_r50_rep7.csv,4,71.961,42.81485804810939,3242,3081,150,1,1,460,460,139,322,47,413,0.10217391304347827,49.0,1.3213853399616602,-0.166015625,11.41796875,58.344970703125,1.3213853399616602,-0.166015625,11.41796875,58.344970703125,23.35746753246753,156.21776905976222,28.0,
disconnect_replay,50,8,run_2026-06-22t23-39-13-024z,ui_log_disconnect_replay_r50_rep8.csv,1,70.94,0.0,55,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,"expected 1 history_request, found 0; expected 1 history_batch_loaded, found 0; expected 150 replay rows, found 0"
disconnect_replay,50,9,run_2026-06-22t23-40-58-231z,ui_log_disconnect_replay_r50_rep9.csv,4,71.737,45.1928572424272,3400,3242,150,1,1,164,164,4,161,125,39,0.7621951219512195,51.0,1.4810605763947795,-0.193359375,11.626586914062496,90.488037109375,1.4810605763947795,-0.193359375,11.626586914062496,90.488037109375,22.128046899105215,73.57445599010421,29.0,
disconnect_replay,50,10,run_2026-06-22t23-42-43-344z,ui_log_disconnect_replay_r50_rep10.csv,1,70.521,0.0,55,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,"expected 1 history_request, found 0; expected 1 history_batch_loaded, found 0; expected 150 replay rows, found 0"
